,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10,2.225,1.9583333333333333,1.7305555555555556,1.6166666666666667,1.5083333333333333,1.5416666666666667,1.4416666666666667,1.475,1.6027777777777779,1.538888888888889,1.4722222222222223,1.4527777777777777,1.5222222222222221,1.6055555555555556,1.6222222222222222,1.5694444444444444,1.511111111111111,1.4916666666666667,1.525,1.5555555555555556,1.5611111111111111,1.5472222222222223,1.5638888888888889,
11,1.4,1.276,1.252,1.28,1.184,1.124,1.124,1.092,1.076,1.132,1.144,1.104,1.128,1.136,1.112,1.136,1.136,1.104,1.084,1.072,1.072,1.056,1.048,1.02
12,2.231578947368421,2.3263157894736843,2.1052631578947367,1.9157894736842105,1.9894736842105263,2.210526315789474,1.9789473684210526,1.9210526315789473,1.9631578947368422,1.9263157894736842,1.8210526315789475,1.731578947368421,1.6210526315789473,1.6421052631578947,1.7157894736842105,1.768421052631579,1.8105263157894738,1.8210526315789475,1.8263157894736841,1.9157894736842105,1.805263157894737,1.8578947368421053,,
13,1.1975,1.12,1.115,1.1175,1.055,1.005,0.98,1.015,0.985,0.9875,0.94,0.9175,0.91,0.9175,0.9,0.905,0.88,0.895,0.8775,0.91,0.9025,0.8875,0.895,0.9
14,1.5309523809523808,1.4,1.4047619047619047,1.4476190476190476,1.3952380952380952,1.2642857142857142,1.1571428571428573,1.1357142857142857,1.1452380952380952,1.180952380952381,1.2785714285714285,1.2952380952380953,1.2666666666666666,1.2952380952380953,1.2595238095238095,1.2119047619047618,1.223809523809524,1.2642857142857142,1.3166666666666667,1.2785714285714285,,,,
15,1.325,1.2472222222222222,1.225,1.1444444444444444,1.1083333333333334,1.0333333333333334,0.9833333333333333,0.9388888888888889,0.8916666666666667,0.9027777777777778,0.9416666666666667,0.9416666666666667,0.9111111111111111,0.8333333333333334,0.7611111111111111,0.7472222222222222,0.7555555555555555,0.8194444444444444,0.7888888888888889,0.7777777777777778,,,,
16,1.8181818181818181,2.036363636363636,2.159090909090909,2.0636363636363635,1.9636363636363636,1.9454545454545455,1.9090909090909092,1.8272727272727274,1.790909090909091,1.7272727272727273,1.6227272727272728,1.6363636363636365,1.6045454545454545,1.5,1.4454545454545455,1.490909090909091,1.4454545454545455,1.3772727272727272,,,,,,
17,1.25,1.16875,1.1875,1.265625,1.64375,1.571875,1.85625,1.8,1.715625,1.765625,1.659375,1.590625,1.475,1.471875,1.603125,1.590625,1.671875,1.60625,,,,,,
18,1.714705882352941,1.673529411764706,1.5323529411764707,1.4617647058823529,1.5205882352941176,1.5911764705882352,1.6529411764705881,1.6352941176470588,1.7176470588235293,1.5588235294117647,1.5294117647058822,1.4911764705882353,1.473529411764706,1.4088235294117648,1.3705882352941177,1.3823529411764706,1.2970588235294118,1.3029411764705883,,,,,,
19,1.9210526315789473,2.028947368421053,1.831578947368421,1.6894736842105262,1.7052631578947368,1.736842105263158,1.4789473684210526,1.394736842105263,1.3342105263157895,1.3473684210526315,1.2710526315789474,1.2105263157894737,1.263157894736842,1.3157894736842106,1.368421052631579,1.4131578947368422,1.4526315789473685,1.3526315789473684,1.2447368421052631,1.2394736842105263,,,,
20,1.72,1.64,1.605,1.7725,1.9875,2.1175,2.0625,2.04,1.9625,1.9375,1.8275,1.8375,1.74,1.6525,1.6625,1.5875,1.5,1.4925,1.42,1.4225,,,,
21,1.4342105263157894,1.55,1.563157894736842,1.4763157894736842,1.4473684210526316,1.3157894736842106,1.2815789473684212,1.2407894736842104,1.318421052631579,1.268421052631579,1.268421052631579,1.381578947368421,1.4,1.368421052631579,1.7789473684210526,1.686842105263158,1.605263157894737,1.4894736842105263,1.5605263157894738,1.5026315789473683,1.4578947368421054,,,
22,2.103448275862069,2.043103448275862,2.6551724137931036,3.1810344827586206,3.3879310344827585,3.1810344827586206,3.7327586206896552,3.163793103448276,2.7413793103448274,2.5172413793103448,2.4482758620689653,2.646551724137931,2.6982758620689653,2.793103448275862,2.853448275862069,3.0172413793103448,2.8189655172413794,2.603448275862069,2.4224137931034484,,,,,
23,1.832142857142857,1.75,2.275,2.6285714285714286,2.4214285714285713,2.407142857142857,2.3607142857142858,2.4642857142857144,2.342857142857143,1.9642857142857142,1.8464285714285715,1.7821428571428573,1.8821428571428571,2.2214285714285715,2.3464285714285715,2.4214285714285713,2.289285714285714,2.2392857142857143,2.0714285714285716,,,,,
24,1.0348666666666666,0.9451333333333334,0.8265333333333333,1.0738666666666667,1.3956666666666666,1.5616666666666668,2.0291333333333332,2.1409333333333334,2.1409333333333334,2.025733333333333,1.9410666666666667,2.090133333333333,1.958,1.7513333333333334,1.8292666666666666,1.6785333333333334,1.5836666666666666,1.748,1.8089333333333333,,,,,
25,1.6852941176470588,1.6852941176470588,1.5676470588235294,1.5735294117647058,1.4676470588235293,1.4676470588235293,1.388235294117647,1.2911764705882354,1.326470588235294,1.3558823529411765,1.3823529411764706,1.338235294117647,1.2941176470588236,1.3294117647058823,1.338235294117647,1.326470588235294,1.3529411764705883,1.3323529411764705,1.6029411764705883,1.4970588235294118,1.5647058823529412,,,
26,1.3458285714285714,1.0870285714285715,1.1446857142857143,1.1092,1.0884857142857143,1.0574285714285714,0.9908857142857143,0.9568857142857143,0.9006857142857143,1.0160285714285715,0.9095428571428571,0.9080571428571429,0.9080571428571429,0.9051142857142858,0.9494857142857143,1.0042,1.020457142857143,1.0737142857142856,1.0840571428571428,1.4079428571428572,1.5662,1.4878,,
27,0.75,0.8236111111111111,0.7569444444444444,0.7513888888888889,0.7097222222222223,0.7125,0.6729166666666667,0.6604166666666667,0.6340277777777777,0.61875,0.5798611111111112,0.5541666666666667,0.5590277777777778,0.5652777777777778,0.5986111111111111,0.5847222222222223,0.5673611111111111,0.6145833333333334,0.6138888888888889,0.6229166666666667,0.6097222222222223,,,
28,0.822,0.79,0.872,1.132,1.47,1.24,1.22,1.124,1.09,1.144,1.082,1.09,1.026,1.002,1.01,0.992,1.042,1.038,1.156,1.096,1.038,0.972,,
29,1.1178571428571429,1.1375,1.0303571428571427,1.0160714285714285,1.0178571428571428,1.1642857142857144,1.5125,1.4053571428571427,1.4232142857142858,1.2892857142857144,1.1803571428571429,1.230357142857143,1.3285714285714285,1.3410714285714285,1.2553571428571428,1.225,1.3339285714285714,1.2982142857142858,1.2589285714285714,1.2607142857142857,1.2410714285714286,1.3089285714285714,1.332142857142857,
30,1.1775151515151516,1.1746060606060607,1.3133333333333332,1.4014545454545455,1.4332424242424242,1.426030303030303,1.3725454545454545,1.4317878787878788,1.6153030303030302,1.6904242424242424,1.748212121212121,1.754,1.6904242424242424,1.6586363636363637,1.5372727272727273,1.543060606060606,1.4996969696969698,1.4708181818181818,1.4346969696969698,,,,,
31,0.9631578947368421,0.8763157894736842,0.8157894736842105,0.8605263157894737,0.8526315789473684,0.85,0.8394736842105263,0.8421052631578947,0.8605263157894737,0.8763157894736842,0.8973684210526316,0.8868421052631579,0.868421052631579,0.8710526315789474,0.8789473684210526,0.8421052631578947,0.8157894736842105,,,,,,,
32,1.11,1.114,1.052,0.978,0.886,0.916,0.89,0.906,0.906,0.912,0.902,0.94,0.932,0.946,0.998,0.964,0.916,0.882,0.856,,,,,
33,1.46448087431694,1.4426229508196722,1.3743169398907105,1.453551912568306,1.494535519125683,1.4754098360655739,1.407103825136612,1.3907103825136613,1.3005464480874316,1.215846994535519,1.273224043715847,1.1912568306010929,1.1666666666666667,1.1721311475409837,1.1912568306010929,1.2704918032786885,1.2568306010928962,1.3169398907103824,1.3060109289617485,,,,,
34,1.2755102040816326,1.2448979591836735,1.2244897959183674,1.1326530612244898,1.1326530612244898,1.1173469387755102,1.1275510204081634,1.1326530612244898,1.1428571428571428,1.1020408163265305,1.086734693877551,1.0714285714285714,1.0612244897959184,1.0612244897959184,1.0816326530612246,1.086734693877551,1.0816326530612246,1.0765306122448979,1.0714285714285714,1.0408163265306123,0.9897959183673469,0.9377551020408164,0.9489795918367347,0.8591836734693877
35,1.29,1.655,1.725,1.52,1.455,1.425,1.31,1.39,1.395,1.465,1.4625,1.435,1.36,1.3125,1.3425,1.3725,1.3575,1.33,1.28,1.215,1.205,1.1325,,
36,0.9444444444444444,1.087037037037037,1.0648148148148149,1.0407407407407407,1.0222222222222221,1.0314814814814814,1.0222222222222221,1.011111111111111,1.0444444444444445,1.3111111111111111,1.2203703703703703,1.2574074074074073,1.2425925925925927,1.1944444444444444,1.1925925925925926,1.1555555555555554,1.125925925925926,1.1296296296296295,1.1166666666666667,1.112962962962963,1.1648148148148147,1.1759259259259258,1.1555555555555554,1.124074074074074
37,1.961111111111111,1.6888888888888889,1.75,1.7055555555555555,1.738888888888889,1.7333333333333334,1.8055555555555556,1.55,1.5555555555555556,1.4722222222222223,1.4944444444444445,1.488888888888889,1.5444444444444445,1.5333333333333334,1.4777777777777779,1.4777777777777779,1.461111111111111,1.5222222222222221,1.5611111111111111,1.6666666666666667,1.5888888888888888,,,
38,0.86,0.7925,0.7275,0.72,0.705,0.7425,0.7175,0.735,0.8425,0.84,0.8325,0.8375,0.8125,0.835,0.8375,0.825,0.9,0.935,0.8075,0.855,0.78,0.77,,
39,1.4423270440251572,1.1278616352201258,1.159308176100629,1.0859748427672955,1.0838364779874214,1.0251572327044025,1.0523899371069183,1.13,1.0985534591194968,1.0523899371069183,1.058679245283019,1.0209433962264152,1.0293710691823899,1.0188679245283019,1.0272327044025158,1.0964150943396227,1.0523899371069183,1.0356603773584905,1.0314465408805031,1.0251572327044025,1.0272327044025158,0.9643396226415094,,
40,1.1392857142857142,1.1702380952380953,1.105952380952381,1.1642857142857144,1.2095238095238094,1.230952380952381,1.175,1.1166666666666667,1.0392857142857144,1.026190476190476,1.0452380952380953,0.9904761904761905,0.9821428571428571,0.9452380952380952,0.9642857142857143,0.95,0.9607142857142857,0.9404761904761905,0.9761904761904762,0.9702380952380952,1.0071428571428571,0.9821428571428571,0.9511904761904761,
41,1.7136929460580912,1.6307053941908713,1.5103734439834025,1.4107883817427387,1.4273858921161826,1.3319502074688796,1.5477178423236515,1.6763485477178424,1.5518672199170125,1.6431535269709543,1.5850622406639003,1.5394190871369295,1.4564315352697095,1.4190871369294606,1.3692946058091287,1.3360995850622406,1.3029045643153527,1.3112033195020747,1.3692946058091287,1.3941908713692945,1.3443983402489628,1.2863070539419088,,
42,1.538888888888889,1.3,1.1944444444444444,1.2055555555555555,1.2,1.1111111111111112,1.0655555555555556,1.0444444444444445,1.0566666666666666,1.0844444444444445,1.1277777777777778,1.0655555555555556,1.051111111111111,1.048888888888889,1.0544444444444445,1.1277777777777778,1.1055555555555556,1.0744444444444445,1.1666666666666667,1.1388888888888888,1.1388888888888888,1.1111111111111112,1.15,1.1222222222222222
43,1.3545454545454545,1.3,1.2181818181818183,1.1727272727272726,1.2136363636363636,1.1181818181818182,1.1227272727272728,1.059090909090909,1.0909090909090908,1.0636363636363637,1.0909090909090908,1.1318181818181818,1.1,1.0772727272727274,1.0681818181818181,1.0818181818181818,1.018181818181818,0.990909090909091,0.9072727272727272,0.8436363636363636,0.8363636363636363,0.860909090909091,,
44,1.54975,1.85075,1.746,1.8775,1.65225,1.494,1.5565,1.61225,1.621,1.66125,1.5965,1.63,1.561,1.523,1.47825,1.534,1.5385,1.54075,2.0025,2.30775,1.94,2.02475,,
45,2.2,1.9916666666666667,1.41,1.2116666666666667,1.4333333333333333,1.3816666666666666,1.4383333333333332,1.3766666666666667,1.3533333333333333,1.315,1.2433333333333334,1.1916666666666667,1.2116666666666667,1.1916666666666667,1.16,1.25,1.1566666666666667,1.1333333333333333,1.1416666666666666,1.185,1.2316666666666667,,,
46,2.173076923076923,2.5,2.0288461538461537,1.6865384615384615,1.5384615384615385,2.0,1.6134615384615385,1.6923076923076923,1.5538461538461539,1.5384615384615385,1.6076923076923078,1.648076923076923,1.676923076923077,1.65,1.5538461538461539,1.5576923076923077,1.476923076923077,1.3846153846153846,1.4038461538461537,1.4,1.3269230769230769,1.3634615384615385,,
47,1.21,1.095,1.095,1.0675,1.065,1.3825,1.2125,1.15,1.12,1.22,1.155,1.13,1.1475,1.1225,1.12,1.095,1.0725,1.075,1.0775,1.075,1.0775,1.0925,1.115,
48,0.85,0.7760869565217391,0.7228260869565217,0.7021739130434783,0.6891304347826087,0.6956521739130435,0.6358695652173914,0.6206521739130435,0.5847826086956521,0.5793478260869566,0.5891304347826087,0.5782608695652174,0.5434782608695652,0.5239130434782608,0.532608695652174,0.508695652173913,0.48695652173913045,0.4891304347826087,0.5347826086956522,0.5032608695652174,0.47282608695652173,0.44456521739130433,,
49,0.7875555555555556,1.0233333333333334,1.1642222222222223,1.142,1.142,1.0662222222222222,1.0277777777777777,0.9935555555555555,0.9786666666666667,0.9328888888888889,0.9297777777777778,0.992,1.0084444444444445,1.13,1.1373333333333333,1.1553333333333333,1.2086666666666666,1.1686666666666667,1.1775555555555555,1.1804444444444444,1.2146666666666666,1.299111111111111,,
50,0.5708,0.5332,0.48805,0.47135,0.47805,0.5265,0.5123,0.51815,0.4981,0.4914,0.4889,0.51315,0.50895,0.5165,0.50145,0.4914,0.49475,0.49645,0.47555,,,,,
